m.digastricus_L 859.4586399413017
m.digastricus_R 859.4571037146004
m.sternocephalicus_L 4964.285233591548
m.sternocephalicus_R 4964.287406131196
m.brachiocephalicus_L 3955.589754982558
m.brachiocephalicus_R 3955.589754982558
m.trapezius_L 5193.448176579185
m.trapezius_R 5193.448176579185
m.omotransversarius_L 2808.813696920098
m.omotransversarius_R 2763.6328457247837
m.deltoideus_acromialis_L 4676.585538524736
m.deltoideus_scapularis_L 2719.671011746083
m.deltoideus_acromialis_R 4676.584790563321
m.deltoideus_scapularis_R 2719.6710789811896
m.biceps_brachii_L 3096.374076515078
m.biceps_brachii_R 3096.3743686385214
m.pronator_teres_L 958.7704384439455
m.pronator_teres_R 958.7706631206116
m.flexor_capri_radialis_L 1006.7585316421435
m.flexor_capri_radialis_R 1006.7584630445159
m.flexor_digitorum_superficialis_L 2874.293731011113
m.flexor_digitorum_superficialis_R 2874.293731011113
m.flexor_digitorum_profundus_humerus_L 821.9845514524649
m.flexor_digitorum_profundus_humerus_R 838.2286309360082
m.triceps_brachii_L 21784.20058080815
m.triceps_brachii_R 21835.070246078816
m.anconeus_L 689.2067400693369
m.anconeus_R 707.4011985522266
m.coracobrachialis_L 560.4209827683726
m.brachialis_L 485.55574986366287
m.coracobrachialis_R 561.4612396243057
m.brachialis_R 485.5559389298214
m_extensor_capri_radialis_L 2768.395871953766
m.extensor_capri_radialis_R 2856.483513333785
m.extensor_capri_ulnaris_L 993.7020493019921
m.extensor_capri_ulnaris_R 1069.5404813022835
m.supinator_L 498.3615903195182
m.supinator_R 498.36203193515115
m.extensor_digitorum_lat_R 949.7660947773572
m.extensor_digitorum_communis_R 1979.5088924372262
m_extensor_digitorum_lat_L 947.2974627913744
m.extensor_digitorum_communis_L 1969.917469938215
m.latissimus_dors_L 13237.912683798924
m.latissimus_dors_R 13237.906416967426
m.pectorales_superficiales_1_L 9632.06142805928
m.pectorales_superficiales_1_R 9632.06142805928
mm.thoracis_m.pectoralis_profundus_L 8088.581913296977
mm.thoracis_m.pectoralis_profundus_R 8088.581913296977
m.obliquus_int_abdominis_L 3057.5162041623917
m.obliquus_int_abdominis_R 3050.825386956557
m.obliquus_ext_abdominis_L 5570.15678096795
m.obliquus_ext_abdominis_R 5570.155288741053
m.gluteus_medius_L 12361.176375426108
m.gluteus_medius_R 12358.378897794342
m.gluteus_profundus_minor_L 1809.033402735416
m.gluteus_profundus_minor_R 1809.0344897636612
m.gluteus_superficialis_major_L 4047.561424447288
m.gluteus_superficialis_major_R 4059.0997733724876
m.sartorius_L 3432.9642278702054
m.sartorius_R 3573.613461388958
m_tensor_f.latae_L 2245.6480027366333
m_tensor_f.latae_R 2186.703652540256
m.tensor_f.antebrachii_L 1706.2908773795432
m.tensor_f.antebrachii_R 1711.8979100785164
m.semitendinosus_L 6993.008697505632
m.semitendinosus_R 6993.0091539605055
m.semimembranosus_L 4046.510961714378
m.semimembranosus_R 4046.512767525989
m_biceps_femoris_L 15102.843124492616
m_biceps_femoris_R 15102.843805889775
m.gracilis_L 10124.46017688129
m.gracilis_R 10055.979279899318
m.gastrocnemius_L 8385.71439885527
m.gastrocnemius_R 8213.286625573524
m.tibialis_caudalis_L 962.0189667591817
m.tibialis_caudalis_R 959.7165768560068
m.tibialis_cranialis_L 3011.6293066662083
m.tibialis_cranialis_R 2965.3230736559344
m.adductor_longus_L 838.2187824529375
m.adductor_longus_R 843.9062285603427
m.longus_capitis_L 1107.2224011125265
m.longus_capitis_R 1110.055516317498
m.abductor_pollicis_longus_L 655.3079759478996
m.abductor_pollicis_longus_R 660.6325720809325
m.peroneus_longus_L 2209.8282333749
m.peroneus_longus_R 2261.8739126123446
m.peroneus_brevis_L 929.9578228239013
m.peroneus_brevis_R 936.8083757721469
m.extensor_digitorum_longus_L 1225.0198596264195
m.extensor_digitorum_longus_R 1231.4047291606123
m.flexor_digitorum_profundus_L(2) 2213.3538631141646
m.flexor_digitorum_profundus_R(2) 2225.331742122805
m.rectus_capitis_ventr_L 479.2646162758707
m.rectus_capitis_ventr_R 459.00473275461985
m.rectus_capitis_lateralis_L 305.4740473751316
m.rectus_capitis_lateralis_R 312.94242252621893
m.extensor_digitorum_lateralis_L 516.2878502762425
m.extensor_digitorum_lateralis_R 520.899663767338
m.longissimus_capitis_L 9954.256909368574
m.longissimus_capitis_R 9954.256909368574
m.longissimus_cervicis_L 2356.9635023835144
m.longissimus_cervicis_R 2377.1927159721427
m.longissimus_thoracis_L 998.9244352513575
m.longissimus_thoracis_R 998.9243721741925
m.longissimus__lumborum_L 538.3780984020981
m.longissimus__lumborum_R 538.3781062912041
m.temporalis_L 7061.0638488233235
m.temporalis_R 7061.066072964195
m.masseter_L 6631.382658452978
m.masseter_R 6631.382566677502
m.pectineus_L 749.8920553514199
m.pectineus_R 761.1059934264919
m.adductor_magnus_L 9020.316920047566
m.adductor_magnus_R 9020.316951091067
m.obturatorius_ext_L 1795.6882052949652
m.obturatorius_int_L 1022.2943979454335
m.obturatorius_ext_R 1730.7766853980056
m.obturatorius_int_R 1015.5524963306739
Mm.thoracis_serratus_ventr_L 2709.5851795222447
Mm.thoracis_serratus_ventr_R 2709.5835447395884
m.rectus_capitis_dorsalis_minor_L 145.83063142475928
m.rectus_capitis_dorsalis_minor_R 135.29659494693203
m.rectus_capitis_dorsalis_major_L 575.5488802317021
m.rectus_capitis_dorsalis_major_R 575.5483012082063
